year,quarter,market,dur_stay,mode,purpose,Visits (000s),Spend (£m)
2015,1,11,7,1,3,8.120467216,4.974433601
2015,1,11,7,1,2,14.31248263,5.131609557
2015,1,11,7,1,5,1.139549017,1.042687297
2015,1,11,7,1,4,1.599822938,1.217101216
2015,1,11,7,3,3,1.071731329,0
2015,1,11,7,2,3,1.663204551,1.037271619
2015,1,11,14,1,1,4.406557083,2.72312808
2015,1,11,14,1,3,0.539280474,0.029841127
2015,1,11,14,1,2,5.752943635,2.781741906
2015,1,11,14,1,5,1.104422987,0.511858001
2015,1,11,14,3,2,2.143462658,2.379973233
2015,1,11,15,1,2,4.490972579,2.207625964
2015,1,11,15,1,5,2.068469048,2.099496126
2015,1,11,15,3,3,1.071731329,1.129931211
2015,1,11,15,3,2,0.505053163,0.131023571
2015,1,12,0,1,3,3.389763951,0.575025581
2015,1,12,3,1,1,42.767333,29.56542075
2015,1,12,3,1,3,21.72346643,11.51103472
2015,1,12,3,1,2,12.2378704,3.370205633
2015,1,12,3,1,4,37.12402251,16.55806526
2015,1,12,3,2,1,2.750685215,1.324436784
2015,1,12,7,1,1,26.93122065,20.27641522
2015,1,12,7,1,3,4.106547713,3.070239156
2015,1,12,7,1,2,9.434236646,4.051955774
2015,1,12,7,1,4,3.041514188,2.238383889
2015,1,12,14,1,1,1.540489852,0.411148325
2015,1,12,14,1,3,2.141573399,1.734463379
2015,1,12,14,1,2,5.13003093,3.33560078
2015,1,12,14,1,4,0.388106555,0.238375291
2015,1,12,15,1,1,1.105782151,0.156497374
2015,1,12,15,1,3,0.455845475,0.236355111
2015,1,12,15,1,2,2.961712837,1.402432665
2015,1,12,15,1,5,0.636350989,2.873124838
2015,1,35,0,1,3,0.498212993,0.007473195
2015,1,35,3,1,1,4.623611033,0.819331124
2015,1,35,3,1,3,12.84711188,4.75879591
2015,1,35,3,1,2,4.116037071,1.374728724
2015,1,35,3,1,4,0.632497013,0.23086141
2015,1,35,3,3,1,1.131049991,0.177574843
2015,1,35,3,3,3,10.49462271,0.416427823
2015,1,35,3,2,1,1.953672051,0.143920509
2015,1,35,3,2,3,1.451260448,0
2015,1,35,3,2,4,1.374616981,0
2015,1,35,7,1,1,2.734616101,1.008303709
2015,1,35,7,1,3,0.556055486,0.252551109
2015,1,35,7,1,2,10.17648149,1.979887016
2015,1,35,7,3,3,7.114199281,0.316694006
2015,1,35,7,2,3,1.451260448,0
2015,1,35,14,1,1,1.130858541,0.11853449
2015,1,35,14,1,2,4.374084175,1.874791775
2015,1,35,15,1,3,0.556055486,0.035302844
2015,1,35,15,1,4,1.294595957,4.963480949
2015,1,35,15,2,2,0.841980994,0.176816016
2015,1,14,0,1,3,1.707625985,0.13661008
2015,1,14,0,1,2,2.148408949,0.117173184
2015,1,14,0,1,4,1.707625985,0.537902181
2015,1,14,0,3,3,5.559623957,0.139737574
2015,1,14,0,2,2,0.841980994,0.042099051
2015,1,14,3,1,1,11.69465911,4.088983685
2015,1,14,3,1,3,14.49587703,6.551099561
2015,1,14,3,1,2,18.03897655,4.648916563
2015,1,14,3,1,4,5.186816812,2.045076564
2015,1,14,3,3,1,1.083237052,0
2015,1,14,3,3,3,107.2898531,4.375882756
2015,1,14,3,3,2,3.666788965,0.113196038
2015,1,14,3,3,4,1.083237052,0
2015,1,14,3,2,3,20.13853812,0.908175346
2015,1,14,7,1,1,17.73057145,6.765982646
2015,1,14,7,1,3,11.05986005,5.197610408
2015,1,14,7,1,2,45.94998807,9.482145213
2015,1,14,7,1,4,3.527428925,0.517295986
2015,1,14,7,3,3,24.54840982,2.115357399
2015,1,14,7,3,2,1.131049991,0.022621
2015,1,14,7,2,1,3.223042011,0.808983564
2015,1,14,7,2,3,3.092437088,0.067513682
2015,1,14,14,1,1,1.644336939,0.371006072
2015,1,14,14,1,3,1.15462178,0.536895454
2015,1,14,14,1,2,40.23066863,8.45871127
2015,1,14,14,3,3,4.524199963,0.27710726
2015,1,14,14,3,2,4.332948089,0.731184989
2015,1,14,14,2,2,0.651224017,0.130244806
2015,1,14,15,1,1,0.803368866,1.739245892
2015,1,14,15,1,3,2.784763277,3.257316791
2015,1,14,15,1,2,24.56542706,4.734411681
2015,1,14,15,1,4,2.543676972,1.196919426
2015,1,14,15,3,2,2.166474104,0.441960692
2015,1,14,15,2,2,0.841980994,0.420990497
2015,1,52,0,3,3,2.262099981,0.0588146
2015,1,52,3,1,1,4.211105466,3.536399156
2015,1,52,3,1,3,1.813012958,1.035916775
2015,1,52,3,1,2,4.884361982,1.106414087
2015,1,52,3,1,4,2.594734311,1.021242231
2015,1,52,3,3,3,45.84711051,0.773696182
2015,1,52,3,3,2,2.262099981,0.384557009
2015,1,52,3,2,3,18.78521776,0
2015,1,52,3,2,2,0.841980994,0.084198102
2015,1,52,7,1,1,8.11853224,3.73256731
2015,1,52,7,1,3,1.118631005,2.023316145
2015,1,52,7,1,2,14.89224839,5.296108723
2015,1,52,7,1,4,2.216039658,4.055607796
2015,1,52,7,3,1,1.696575046,0.342422783
2015,1,52,7,3,3,5.655250072,0.177574851
2015,1,52,14,1,1,1.879106402,0.631300151
2015,1,52,14,1,3,1.807679057,0.589429498
2015,1,52,14,1,2,12.69700944,6.070378271
2015,1,52,14,3,2,1.131049991,0.412833244
2015,1,52,15,1,3,0.953866005,1.015867233
2015,1,52,15,1,2,14.2391398,5.917489101
2015,1,52,15,3,1,1.696575046,1.71382606
2015,1,52,15,3,3,2.262099981,13.50021265
2015,1,52,15,3,2,3.393149972,1.017944992
2015,1,43,0,1,4,0.853812993,0.017930074
2015,1,43,0,3,3,1.131049991,0
2015,1,43,3,1,1,8.526359975,3.744617969
2015,1,43,3,1,3,6.034004033,1.696402702
2015,1,43,3,1,2,6.371629655,1.302259304
2015,1,43,3,1,5,0.953866005,0.169788152
2015,1,43,3,1,4,1.294595957,0.356013894
2015,1,43,3,3,3,33.5968101,0.452705303
2015,1,43,3,2,1,1.539080024,0.153907999
2015,1,43,7,1,1,1.961983681,0.896681964
2015,1,43,7,1,3,1.984522998,0.522333264
2015,1,43,7,1,2,6.671233654,3.171663254
2015,1,43,7,1,4,0.508333981,0.458008945
2015,1,43,7,3,3,10.03601396,0.821109871
2015,1,43,7,3,4,1.131049991,0.0565525
2015,1,43,14,1,1,1.762509346,0.437586576
2015,1,43,14,1,3,0.248036996,0.102935351
2015,1,43,14,1,2,2.823064208,0.531789975
2015,1,43,14,2,2,0.651224017,0.130244806
2015,1,43,15,1,2,1.143754601,0.041808501
2015,1,43,15,1,5,0.853812993,0.952001512
2015,1,43,15,3,3,1.131049991,0.395867497
2015,1,43,15,2,4,0.651224017,0.325612009
2015,1,18,3,1,1,6.30348444,4.577667624
2015,1,18,3,1,3,6.144315839,5.031433046
2015,1,18,3,1,2,3.07307595,1.430916762
2015,1,18,3,1,4,2.390306056,0.329081094
2015,1,18,3,3,3,1.131049991,0
2015,1,18,7,1,1,6.113176286,2.450896382
2015,1,18,7,1,3,1.353623986,0.725217789
2015,1,18,7,1,2,0.999867976,0.514932036
2015,1,18,14,1,1,1.754195094,0.820371181
2015,1,18,14,1,3,1.98449105,2.017755061
2015,1,18,14,1,2,1.892197967,0.973240674
2015,1,18,15,1,1,1.083096027,1.826768756
2015,1,18,15,1,2,1.695086956,1.02529428
2015,1,18,15,1,5,0.69521898,0.518633366
2015,1,29,3,1,1,3.086520255,2.399906112
2015,1,29,3,1,3,3.357174218,5.003430486
2015,1,29,3,1,2,1.724436045,0.046922812
2015,1,29,3,1,4,4.137393951,1.648007167
2015,1,29,7,1,1,16.05267349,10.58302615
2015,1,29,7,1,3,2.036542714,0.62969466
2015,1,29,7,1,2,9.570325792,4.070261702
2015,1,29,7,1,4,3.825300962,0.694712486
2015,1,29,14,1,1,3.880012184,1.885543369
2015,1,29,14,1,2,5.610598236,5.278999493
2015,1,29,14,1,5,0.383038014,0.302600026
2015,1,29,15,1,2,7.606890082,4.445846964
2015,1,29,15,1,5,0.472674996,2.275930166
2015,1,32,0,1,2,0.853812993,0.012807195
2015,1,32,3,1,1,14.73931885,5.539115496
2015,1,32,3,1,3,8.642727554,2.86529489
2015,1,32,3,1,2,6.120354712,1.195603512
2015,1,32,3,1,4,12.79130769,3.109404435
2015,1,32,3,3,3,31.31829286,1.066419998
2015,1,32,3,3,4,3.758296132,0.16609312
2015,1,32,3,2,3,1.374616981,0
2015,1,32,7,1,1,9.785021037,6.77013319
2015,1,32,7,1,3,5.086392164,12.69533959
2015,1,32,7,1,2,24.50290984,5.54488074
2015,1,32,7,1,5,0.632497013,0.379498214
2015,1,32,7,3,3,2.262099981,0.0113105
2015,1,32,7,2,3,0.651224017,0.10289339
2015,1,32,7,2,2,0.841980994,0.117877342
2015,1,32,14,1,1,4.927659184,1.149794094
2015,1,32,14,1,3,5.397070438,2.055002389
2015,1,32,14,1,2,13.64876294,3.444053209
2015,1,32,14,3,2,1.131049991,0.452419996
2015,1,32,14,2,2,1.539080024,1.540619135
2015,1,32,15,1,2,8.715789855,2.66944728
2015,1,32,15,1,4,0.599291086,1.153395653
2015,1,32,15,3,2,1.131049991,2.263231039
2015,1,3,0,1,1,1.523645043,0.162643004
2015,1,3,0,1,3,3.36383602,2.448248615
2015,1,3,0,1,2,0.474341005,0.011858525
2015,1,3,0,1,4,0.365722001,0.00548583
2015,1,3,0,2,1,1.601289988,0.027221929
2015,1,3,3,1,1,27.66803163,9.73042978
2015,1,3,3,1,3,62.74753916,48.62325716
2015,1,3,3,1,2,24.33905017,7.980288356
2015,1,3,3,1,4,23.15247869,4.165163659
2015,1,3,3,3,1,3.276955962,0.430854641
2015,1,3,3,3,4,1.437867999,0.286135733
2015,1,3,3,2,1,20.43010402,10.02866375
2015,1,3,3,2,3,11.20903015,4.277045548
2015,1,3,3,2,2,4.803869963,0.320257992
2015,1,3,3,2,4,1.601289988,0.6437186
2015,1,3,7,1,1,37.27859125,40.14874032
2015,1,3,7,1,3,57.27380311,89.79677214
2015,1,3,7,1,2,45.09101364,22.47187168
2015,1,3,7,1,5,0.481943011,0.151812047
2015,1,3,7,1,4,3.623580992,3.198311828
2015,1,3,7,3,2,0.249635994,0.00249636
2015,1,3,7,2,1,10.04255104,3.460241318
2015,1,3,7,2,3,1.601289988,4.823085308
2015,1,3,7,2,2,1.601289988,0.096077397
2015,1,3,14,1,1,18.47638747,19.30323523
2015,1,3,14,1,3,20.05259675,34.13665389
2015,1,3,14,1,2,53.48124813,32.7792784
2015,1,3,14,1,5,2.180025935,2.14361915
2015,1,3,14,1,4,3.278501391,3.941354319
2015,1,3,14,3,1,2.036780477,3.407923579
2015,1,3,14,3,3,1.03183496,0.207398832
2015,1,3,15,1,1,9.140778139,29.46919051
2015,1,3,15,1,3,4.34059757,9.50065358
2015,1,3,15,1,2,31.05666777,30.29607479
2015,1,3,15,1,5,5.883614123,47.06648254
2015,1,3,15,3,5,1.03183496,0.61600548
2015,1,3,15,2,2,1.601289988,3.186567068
2015,1,8,0,1,2,0.941154003,0.058822124
2015,1,8,3,1,1,4.256443858,1.464060664
2015,1,8,3,1,3,9.967945784,5.931979954
2015,1,8,3,1,2,5.501407444,2.480240644
2015,1,8,3,1,4,5.177848488,0.497995918
2015,1,8,3,2,1,4.803869963,1.116099149
2015,1,8,7,1,1,4.674592555,4.425719768
2015,1,8,7,1,3,11.81164026,17.54084414
2015,1,8,7,1,2,20.36200368,8.147763207
2015,1,8,7,1,4,1.451995373,0.665780138
2015,1,8,7,2,1,0.415850013,0.12600255
2015,1,8,14,1,1,6.857561216,6.029634339
2015,1,8,14,1,3,3.596743941,2.427308857
2015,1,8,14,1,2,13.09361911,4.143674862
2015,1,8,14,3,2,0.988216996,0.747092068
2015,1,8,15,1,1,1.786377549,2.516292274
2015,1,8,15,1,3,1.259510875,1.241028786
2015,1,8,15,1,2,9.75190711,4.761064418
2015,1,41,3,1,1,4.88508296,1.740496337
2015,1,41,3,1,3,0.654118001,0.693621218
2015,1,41,3,2,1,2.950857997,0.697453246
2015,1,41,7,1,1,1.222721875,0.802714959
2015,1,41,7,1,2,1.203194112,0.385176994
2015,1,41,7,1,4,0.58410418,0.19222112
2015,1,41,14,1,1,1.031915516,1.887741685
2015,1,41,14,1,2,0.58410418,1.1075598
2015,1,41,15,1,1,0.58871913,0.631275177
2015,1,41,15,1,2,0.622479141,0.183389351
2015,1,31,0,2,1,3.387343884,0.169367194
2015,1,31,3,1,1,7.939250052,2.075734809
2015,1,31,3,1,3,1.667482972,1.341881335
2015,1,31,3,1,4,3.058228999,0.559479715
2015,1,31,3,2,1,4.488126338,0.524483895
2015,1,31,3,2,2,1.693671942,0.29639259
2015,1,31,7,1,1,12.12719208,6.348795168
2015,1,31,7,1,3,1.097530961,0.655328095
2015,1,31,7,1,2,3.443149209,1.124534726
2015,1,31,7,2,1,15.50650167,10.03318709
2015,1,31,14,1,1,2.458307028,3.840277135
2015,1,31,14,1,3,2.397845984,0.395644575
2015,1,31,14,1,2,2.868257284,3.010444939
2015,1,31,14,2,5,1.693671942,0.338734388
2015,1,31,15,1,1,3.292693079,6.237676799
2015,1,31,15,1,2,3.769650459,4.587690037
2015,1,31,15,1,5,0.920553982,0.474085301
2015,1,31,15,2,1,2.215214491,5.659746647
2015,1,31,15,2,2,0.439841002,0.035187282
2015,1,54,3,1,1,3.622897506,1.67517516
2015,1,54,3,1,2,1.240825653,0.497971416
2015,1,54,3,1,4,1.023866773,0.069372885
2015,1,54,3,2,1,2.322264969,0.477024853
2015,1,54,7,1,1,5.534749091,3.557918817
2015,1,54,7,1,3,0.655064046,0.078526191
2015,1,54,7,2,1,2.506391943,1.090651974
2015,1,54,14,1,1,2.46944952,2.164856195
2015,1,54,14,1,2,2.79374975,1.283738307
2015,1,54,15,1,1,0.692838371,0.660824239
2015,1,54,15,1,3,0.5869717,0.253920734
2015,1,54,15,1,2,0.604901552,0.640005469
2015,1,17,3,1,1,1.880295992,0.968352467
2015,1,17,3,1,3,0.552474976,0.925395608
2015,1,17,3,1,2,1.10709697,0.182348949
2015,1,17,3,1,4,6.106236935,0.632218841
2015,1,17,7,1,1,3.090497732,2.00489822
2015,1,17,7,1,3,3.797462016,5.80771029
2015,1,17,7,1,2,1.137561008,0.563638926
2015,1,17,7,3,1,1.520822048,0.190102756
2015,1,17,14,1,1,2.324510455,2.641286373
2015,1,17,14,1,2,4.760259986,2.702967301
2015,1,17,15,1,3,2.407121897,1.150604367
2015,1,17,15,1,2,6.075675905,4.197124192
2015,1,17,15,1,5,10.30123657,29.40227503
2015,1,17,15,1,4,2.407121897,4.012672424
2015,1,22,0,1,3,0.531360984,0.114242613
2015,1,22,3,1,1,1.851747632,1.801944375
2015,1,22,3,1,3,0.500026286,0.708253503
2015,1,22,3,1,2,1.052174002,0.155032659
2015,1,22,3,1,4,3.496326953,5.275437767
2015,1,22,7,1,1,4.727696955,4.603181317
2015,1,22,7,1,3,3.017643273,3.939719558
2015,1,22,7,1,2,0.867443979,0.837083429
2015,1,22,14,1,1,3.140600175,4.833358228
2015,1,22,14,1,2,3.658864051,1.463523105
2015,1,22,14,1,4,0.550624013,0.283571362
2015,1,22,15,1,1,0.719018221,0.28765291
2015,1,22,15,1,3,0.634799421,0.456219256
2015,1,22,15,1,2,6.251157999,3.056468207
2015,1,22,15,1,4,0.775716007,0.632208526
2015,1,36,3,1,1,3.431674898,1.223227419
2015,1,36,3,1,2,1.633375049,0.180483462
2015,1,36,3,1,4,0.722584009,0.01445168
2015,1,36,3,3,1,1.091364026,0.158247784
2015,1,36,3,2,1,1.693671942,0.479309171
2015,1,36,7,1,1,2.421560764,3.545612097
2015,1,36,7,1,3,2.143009007,2.940774918
2015,1,36,7,1,2,2.208908081,0.965211727
2015,1,36,7,1,4,0.913497001,0.73083286
2015,1,36,14,1,1,1.756858528,2.827586234
2015,1,36,14,1,2,2.802862912,1.997978427
2015,1,36,14,1,4,0.553897023,0.285256952
2015,1,36,15,1,1,0.543791711,3.963160515
2015,1,36,15,1,2,3.423776031,2.140384197
2015,1,46,7,1,3,0.992409825,0.103085212
2015,1,46,7,1,2,1.049512029,2.114766598
2015,1,46,14,1,1,1.563847005,0.914159745
2015,1,46,14,1,3,0.707362175,1.192576528
2015,1,46,14,1,2,0.679443002,0.1800524
2015,1,46,15,1,1,0.386050999,4.357357502
2015,1,46,15,1,2,1.883249998,0.513825864
2015,1,46,15,1,4,0.739598989,3.175332427
2015,1,34,3,1,1,0.239373997,0.11130891
2015,1,34,3,1,3,5.180441529,5.334395766
2015,1,34,3,1,2,1.474217474,2.063384939
2015,1,34,3,1,4,1.461599946,1.0268929
2015,1,34,7,1,1,5.438456982,5.443920493
2015,1,34,7,1,3,4.281060845,3.583362699
2015,1,34,7,1,2,2.044424832,1.934635907
2015,1,34,7,2,1,1.693671942,0.677468777
2015,1,34,14,1,1,2.496506989,6.635980964
2015,1,34,14,1,3,1.161448479,2.367097557
2015,1,34,14,1,2,2.114214718,1.18771255
2015,1,34,14,1,5,0.597894013,0.146484032
2015,1,34,15,1,1,0.501707017,0.296007127
2015,1,34,15,1,2,1.064237058,0.986350477
2015,1,42,3,1,3,4.098420441,3.740022108
2015,1,42,3,1,4,1.114573359,0.018233486
2015,1,42,7,1,1,7.970385343,10.20574325
2015,1,42,7,1,3,5.683243215,7.63339803
2015,1,42,7,1,2,3.566933006,3.374706658
2015,1,42,7,1,4,0.372266233,0.046689719
2015,1,42,14,1,1,5.898409009,12.43032753
2015,1,42,14,1,3,0.888777226,1.663000882
2015,1,42,14,1,2,1.807645023,1.438361615
2015,1,42,14,1,4,2.329156458,3.167613089
2015,1,42,15,1,1,0.54115665,0.280596286
2015,1,42,15,1,3,1.942214131,15.59850872
2015,1,42,15,1,2,3.110944062,4.449535593
2015,1,42,15,1,5,1.804803967,13.64395809
2015,1,30,3,1,1,2.2101309,2.235888095
2015,1,30,3,1,3,0.883291006,0.101578467
2015,1,30,3,1,4,0.550267994,0.063280821
2015,1,30,3,2,1,1.693671942,0.169367194
2015,1,30,7,1,3,0.594398975,0.543875098
2015,1,30,7,1,2,1.068232,1.669807829
2015,1,30,7,1,4,0.551151991,0.559419274
2015,1,30,14,1,1,2.743685156,5.794740856
2015,1,30,14,1,2,1.270731032,0.612870976
2015,1,30,15,1,1,1.150705338,2.266501785
2015,1,30,15,1,3,0.553897023,38.78109741
2015,1,30,15,1,2,7.02048704,6.046039274
2015,1,13,0,1,3,0.406295002,0.209241927
2015,1,13,3,1,1,5.364819944,2.549042001
2015,1,13,3,1,3,6.102170765,3.299350251
2015,1,13,3,1,2,1.191415012,0.137012728
2015,1,13,3,1,4,0.767195106,0.019450821
2015,1,13,3,2,1,3.57210803,1.143074512
2015,1,13,7,1,1,7.298286438,5.158293515
2015,1,13,7,1,3,4.627119899,1.833213881
2015,1,13,7,1,2,1.520410985,0.332128074
2015,1,13,7,2,1,3.57210803,2.14326483
2015,1,13,14,1,1,2.775270581,1.338310994
2015,1,13,14,1,3,0.421826214,1.263608694
2015,1,13,14,1,2,2.102281034,1.309369683
2015,1,13,15,1,1,2.04531014,1.598250002
2015,1,13,15,1,3,0.616561174,1.540656686
2015,1,13,15,1,2,1.645095021,1.424032837
2015,1,13,15,1,5,1.823925972,4.997525692
2015,1,13,15,1,4,0.604561865,2.952962637
2015,1,40,3,1,1,5.067490935,1.871813159
2015,1,40,3,1,3,1.166473031,0.253061503
2015,1,40,3,1,4,1.703561962,0.21543137
2015,1,40,3,3,1,1.091364026,0.337231487
2015,1,40,3,2,1,11.85570359,2.429164786
2015,1,40,7,1,1,11.40843123,4.996154472
2015,1,40,7,1,3,0.893944025,0.185079617
2015,1,40,7,1,2,2.587079942,1.008224107
2015,1,40,7,2,1,5.081015825,1.478136539
2015,1,40,14,1,1,2.619290888,3.166933358
2015,1,40,14,1,3,0.386050999,0.584867239
2015,1,40,14,1,2,1.692211971,0.345096189
2015,1,40,15,1,5,1.177689999,11.99344862
2015,1,7,0,1,2,0.483698994,0.055625387
2015,1,7,0,1,4,0.374258995,0.01122777
2015,1,7,3,1,1,6.378813088,1.968976069
2015,1,7,3,1,3,5.002816737,6.58516562
2015,1,7,3,1,2,5.099428117,1.721556339
2015,1,7,3,1,4,6.387645513,1.338455802
2015,1,7,3,3,1,1.984298944,0.160728216
2015,1,7,3,2,1,3.079404116,1.48889184
2015,1,7,7,1,1,9.911576301,7.300881699
2015,1,7,7,1,3,3.083751857,4.890774548
2015,1,7,7,1,2,12.1056776,8.015617448
2015,1,7,7,1,5,0.35165599,0.286599636
2015,1,7,7,3,1,1.984298944,1.256061316
2015,1,7,7,3,2,0.992148995,0.446467042
2015,1,7,7,2,1,3.079404116,1.7321648
2015,1,7,7,2,2,3.079404116,0.692865886
2015,1,7,14,1,1,8.594513133,10.59167221
2015,1,7,14,1,3,3.566626608,4.571381032
2015,1,7,14,1,2,12.59935036,7.306244132
2015,1,7,15,1,1,9.146151572,14.82752465
2015,1,7,15,1,3,1.782293975,8.534739375
2015,1,7,15,1,2,39.75087208,44.72732623
2015,1,7,15,1,4,1.62401545,2.890405715
2015,1,7,15,2,1,0.571448028,0.285724014
2015,1,7,15,2,2,1.539702058,1.154776454
2015,1,19,3,1,2,3.515361845,0.287614204
2015,1,19,3,1,4,0.350955009,0.075455323
2015,1,19,7,1,3,1.732472971,1.368651778
2015,1,19,7,1,2,1.148040861,0.60574051
2015,1,19,14,1,2,2.870097309,1.824380979
2015,1,19,14,2,2,0.571448028,0.663451135
2015,1,19,15,1,1,1.193492055,1.507762671
2015,1,19,15,1,2,9.908845961,14.80410882
2015,1,19,15,2,1,1.539702058,0.615880787
2015,1,33,0,1,3,1.299192995,0.249307401
2015,1,33,3,1,3,7.19307211,4.467175555
2015,1,33,3,1,2,2.450018466,1.613873903
2015,1,33,3,1,4,2.422082245,1.198354516
2015,1,33,7,1,1,5.538346052,6.136785209
2015,1,33,7,1,3,4.401049763,6.315064967
2015,1,33,7,1,2,8.94570902,7.901793301
2015,1,33,7,1,5,0.376011014,0.945667684
2015,1,33,7,1,4,2.628813803,2.487801448
2015,1,33,7,2,1,1.693671942,4.403547287
2015,1,33,14,1,1,3.983973235,12.62036166
2015,1,33,14,1,3,2.193703234,11.3368144
2015,1,33,14,1,2,10.88385588,8.070318198
2015,1,33,14,1,4,0.48691088,1.044493675
2015,1,33,15,1,1,2.08971265,7.135555774
2015,1,33,15,1,2,9.372234672,12.46960783
2015,1,33,15,1,5,1.140837967,8.027547181
2015,1,37,3,1,1,0.609883666,0.168402135
2015,1,37,3,1,3,1.082991064,1.231404305
2015,1,37,3,1,2,0.574121952,0.542473137
2015,1,37,3,1,4,1.984259069,0.446451053
2015,1,37,7,1,1,1.71454224,2.79343617
2015,1,37,7,1,3,1.984883398,2.05852291
2015,1,37,7,1,2,2.697879523,1.227015536
2015,1,37,14,1,1,5.181837648,16.32259535
2015,1,37,14,1,3,1.065167367,3.674624562
2015,1,37,14,1,2,0.842651904,6.850423574
2015,1,37,14,1,4,1.240418971,2.592983353
2015,1,37,15,1,1,3.67490834,9.401647791
2015,1,37,15,1,3,0.522235632,103.0574722
2015,1,37,15,1,2,2.32062903,6.020671349
2015,1,50,3,1,1,1.880855024,1.920416623
2015,1,50,3,1,3,1.105049014,0.347815931
2015,1,50,3,1,4,2.064015031,3.5198991
2015,1,50,7,1,1,5.189572513,12.66754538
2015,1,50,7,1,3,1.002184987,1.618528724
2015,1,50,7,1,2,0.7370646,0.573710799
2015,1,50,7,1,4,0.554445982,0.839985669
2015,1,50,14,1,1,6.859665453,28.0725427
2015,1,50,14,1,2,1.522553444,2.568647027
2015,1,50,15,1,1,1.750099957,12.90555215
2015,1,50,15,1,4,1.041732997,5.869305849
2015,1,27,3,1,3,0.467274994,0.54437536
2015,1,27,3,1,2,0.516765654,0.250893503
2015,1,27,3,1,4,0.467274994,9.632874489
2015,1,27,3,2,3,1.693671942,6.94405508
2015,1,27,7,1,1,1.060496002,1.966234982
2015,1,27,7,1,3,0.467274994,1.4088341
2015,1,27,7,1,2,2.281158119,4.343037695
2015,1,27,14,1,1,0.450524986,0.457282871
2015,1,27,14,1,4,0.467274994,0.754649103
2015,1,27,15,1,1,0.917799979,1.472196996
2015,1,27,15,1,2,2.547988176,2.444319695
2015,1,27,15,1,4,0.467274994,3.277934074
2015,1,47,3,1,1,0.448367923,0.457984984
2015,1,47,3,1,3,0.9504022,1.032743484
2015,1,47,3,2,3,1.693671942,0.338734388
2015,1,47,7,1,1,2.82399106,2.269407451
2015,1,47,7,1,2,0.486417234,0.612977207
2015,1,47,14,1,1,1.080470443,2.462681174
2015,1,47,14,1,2,0.609006584,0.00777834
2015,1,47,15,1,3,0.539969683,0.008151008
2015,1,47,15,1,2,1.706427813,1.793438613
2015,1,26,0,1,3,1.141807973,0.764239728
2015,1,26,3,1,1,2.524124742,2.775742844
2015,1,26,3,1,3,6.782580018,5.259138495
2015,1,26,3,1,2,2.473045051,0.28440018
2015,1,26,3,1,4,0.450524986,0.569914103
2015,1,26,7,1,1,13.87573156,7.223871812
2015,1,26,7,1,3,1.56202203,1.264413907
2015,1,26,7,1,2,9.955347061,3.450668029
2015,1,26,7,1,4,1.647029996,0.852892011
2015,1,26,7,2,1,1.693671942,0.677468777
2015,1,26,14,1,1,1.992092907,2.763319135
2015,1,26,14,1,3,1.351976991,2.16467315
2015,1,26,14,1,2,2.679363042,2.772615276
2015,1,26,14,1,4,0.882414997,0.057356976
2015,1,26,15,1,2,1.255196005,0.450193528
2015,1,21,0,1,2,0.573036015,0.00859554
2015,1,21,3,1,3,4.996082246,2.389756292
2015,1,21,3,1,2,1.473656297,0.561521113
2015,1,21,3,1,4,2.072565079,0.155132576
2015,1,21,3,2,1,1.625440001,0.093462799
2015,1,21,7,1,1,1.289843991,0.881371349
2015,1,21,7,1,3,4.259331644,4.270430535
2015,1,21,7,1,2,2.379948318,1.063070849
2015,1,21,14,1,1,2.17039609,2.362183452
2015,1,21,14,1,3,1.748709679,1.700614348
2015,1,21,14,1,2,4.476693869,3.03091806
2015,1,21,14,1,4,0.560499012,0.28865698
2015,1,21,15,1,1,1.224722028,0.446284123
2015,1,21,15,1,3,5.682388663,51.32247695
2015,1,21,15,1,2,12.86565757,6.254613284
2015,1,21,15,1,5,0.982537985,6.663704157
2015,1,21,15,1,4,0.836238027,6.022585869
2015,1,44,3,1,3,0.467274994,0.474284112
2015,1,44,3,1,4,0.50890702,0.109415002
2015,1,44,7,1,2,1.238580406,4.826300919
2015,1,44,7,1,4,0.467274994,1.4088341
2015,1,44,14,1,1,1.158462018,1.580119595
2015,1,44,14,1,3,0.239373997,0.123277612
2015,1,44,14,1,2,1.393184781,0.448270112
2015,1,44,15,1,1,0.594398975,0.603314996
2015,1,44,15,1,3,0.896248996,3.42457366
2015,1,44,15,1,2,2.072899789,1.913239092
2015,1,44,15,1,4,0.36234501,0.911297679
2015,1,15,3,1,1,1.307850987,1.172791969
2015,1,15,3,1,3,5.460043013,2.626302272
2015,1,15,3,1,2,2.088849902,0.234507855
2015,1,15,3,1,4,0.445672005,0.01559852
2015,1,15,3,2,2,1.478114009,0.295622796
2015,1,15,7,1,1,0.445672005,0.118103079
2015,1,15,7,1,3,5.540438354,6.823207229
2015,1,15,7,1,2,3.215334237,1.604307231
2015,1,15,7,1,4,0.911464036,0.461059257
2015,1,15,14,1,1,1.802008033,1.494396193
2015,1,15,14,1,3,1.944523275,1.496195678
2015,1,15,14,1,2,4.738940567,5.570134818
2015,1,15,15,1,1,0.407804012,0.238973141
2015,1,15,15,1,3,0.387676418,0.51655066
2015,1,15,15,1,2,9.201345235,9.228087172
2015,1,15,15,1,5,0.393265009,0.989061475
2015,1,15,15,2,2,0.383861005,0.095965251
2015,1,38,3,1,1,0.47165364,0.697487295
